Status,Life expectancy ,Adult Mortality,Hepatitis B, BMI ,Polio,Diphtheria , thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
1.0,81.2,66.0,95.0,62.1,96.0,96.0,0.3,0.2,0.91,18.6
1.0,81.0,67.0,95.0,61.3,96.0,96.0,0.3,0.2,0.902,18.6
1.0,85.0,69.0,95.0,6.5,95.0,95.0,0.3,0.2,0.895,18.5
1.0,84.0,7.0,95.0,59.7,95.0,95.0,0.3,0.2,0.909,18.5
1.0,86.0,68.0,46.0,58.9,94.0,94.0,0.3,0.2,0.907,18.2
0.0,82.5,58.0,96.0,64.9,95.0,95.0,1.2,1.1,0.898,16.0
0.0,82.2,6.0,97.0,64.6,95.0,95.0,1.2,1.1,0.895,16.0
0.0,82.1,61.0,97.0,64.2,96.0,96.0,1.2,1.1,0.891,15.9
0.0,81.8,6.0,97.0,63.8,94.0,94.0,1.2,1.1,0.889,15.9
0.0,81.8,61.0,98.0,63.4,94.0,94.0,1.2,1.1,0.883,15.8
0.0,81.7,61.0,97.0,63.0,95.0,95.0,1.2,1.1,0.878,15.7
0.0,81.5,63.0,98.0,62.6,96.0,96.0,1.2,1.1,0.876,15.6
0.0,81.0,65.0,99.0,62.1,94.0,94.0,1.1,1.1,0.877,15.8
0.0,84.0,68.0,99.0,61.6,95.0,95.0,1.1,1.1,0.872,15.7
0.0,84.0,68.0,96.0,61.1,94.0,95.0,1.1,1.1,0.87,15.7
0.0,80.0,71.0,96.0,6.6,95.0,93.0,1.1,1.1,0.866,15.8
0.0,81.0,69.0,99.0,6.1,95.0,95.0,1.1,1.1,0.863,15.9
0.0,79.7,71.0,98.0,59.6,93.0,93.0,1.1,1.1,0.863,16.0
0.0,79.3,74.0,98.0,59.2,91.0,9.0,1.1,1.1,0.855,15.3
0.0,79.3,74.0,96.0,58.7,93.0,92.0,1.1,1.1,0.85,15.1
0.0,78.9,76.0,98.0,58.3,93.0,93.0,1.1,1.1,0.845,15.2
1.0,82.7,56.0,93.0,63.6,93.0,93.0,0.6,0.6,0.881,16.3
1.0,82.5,57.0,95.0,63.1,95.0,95.0,0.6,0.6,0.877,16.3
1.0,82.3,58.0,96.0,62.6,96.0,96.0,0.5,0.6,0.876,16.5
1.0,82.0,6.0,96.0,62.1,96.0,97.0,0.5,0.6,0.877,16.6
1.0,82.0,6.0,96.0,61.5,96.0,96.0,0.5,0.5,0.872,16.4
1.0,81.8,6.0,96.0,61.0,96.0,96.0,0.5,0.5,0.869,16.4
1.0,81.6,61.0,96.0,6.5,96.0,96.0,0.5,0.5,0.868,16.3
1.0,81.5,61.0,96.0,59.9,96.0,96.0,0.5,0.5,0.866,16.3
1.0,81.3,63.0,97.0,59.4,97.0,97.0,0.5,0.5,0.862,16.1
1.0,81.2,65.0,96.0,58.8,97.0,96.0,0.5,0.5,0.856,16.0
1.0,88.0,66.0,96.0,58.2,97.0,95.0,0.5,0.5,0.851,15.8
1.0,89.0,66.0,96.0,57.6,97.0,94.0,0.5,0.5,0.846,15.6
1.0,79.9,72.0,95.0,57.0,97.0,96.0,0.5,0.5,0.841,15.4
1.0,80.0,72.0,95.0,56.4,96.0,93.0,0.5,0.5,0.836,15.2
1.0,79.8,75.0,95.0,55.7,96.0,93.0,0.5,0.5,0.828,14.9
1.0,79.4,77.0,94.0,55.0,97.0,87.0,0.5,0.5,0.823,14.8
0.0,76.2,125.0,91.0,54.2,91.0,91.0,1.8,1.7,0.729,12.8
0.0,75.8,133.0,92.0,53.5,93.0,92.0,1.8,1.7,0.727,12.8
0.0,75.6,136.0,93.0,52.7,86.0,93.0,1.8,1.7,0.727,12.8
0.0,75.3,138.0,96.0,52.0,96.0,96.0,1.8,1.7,0.725,12.8
0.0,75.2,139.0,92.0,51.2,93.0,92.0,1.8,1.7,0.722,12.8
0.0,75.0,138.0,94.0,5.5,94.0,94.0,1.8,1.7,0.721,12.7
0.0,74.7,142.0,9.0,49.7,9.0,9.0,1.9,1.7,0.721,12.7
0.0,74.5,145.0,92.0,48.9,91.0,91.0,1.9,1.7,0.718,12.6
0.0,74.2,148.0,92.0,48.1,94.0,92.0,1.9,1.7,0.714,12.5
0.0,74.0,15.0,97.0,47.2,99.0,95.0,1.9,1.7,0.709,12.5
0.0,73.5,161.0,99.0,46.3,99.0,99.0,1.9,1.7,0.706,12.4
0.0,73.3,165.0,98.0,45.4,97.0,98.0,1.9,1.8,0.689,11.1
0.0,73.1,166.0,36.0,44.5,99.0,96.0,1.9,1.8,0.694,11.9
0.0,74.1,112.0,99.0,65.6,99.0,99.0,4.0,4.0,0.741,13.1
0.0,74.0,113.0,98.0,64.8,98.0,98.0,3.9,3.9,0.737,13.1
0.0,73.9,114.0,98.0,64.0,98.0,98.0,3.9,3.9,0.737,13.1
0.0,73.7,115.0,98.0,63.2,98.0,98.0,3.9,3.9,0.735,12.9
0.0,73.6,116.0,98.0,62.4,98.0,98.0,3.8,3.9,0.737,13.1
0.0,73.4,117.0,98.0,61.7,98.0,98.0,3.8,3.8,0.739,13.2
0.0,73.3,118.0,98.0,6.9,98.0,98.0,3.8,3.8,0.742,13.6
0.0,73.1,119.0,97.0,6.1,98.0,97.0,3.8,3.8,0.739,13.6
0.0,73.0,12.0,98.0,59.3,98.0,98.0,3.8,3.8,0.736,13.6
0.0,72.8,121.0,98.0,58.6,98.0,98.0,3.9,3.8,0.733,13.7
0.0,72.4,127.0,95.0,57.8,95.0,95.0,3.9,3.8,0.73,13.8
0.0,72.5,125.0,95.0,57.0,95.0,95.0,3.9,3.8,0.723,13.5
0.0,72.3,127.0,97.0,56.3,97.0,97.0,3.9,3.9,0.717,13.2
0.0,72.1,129.0,95.0,55.5,95.0,95.0,3.9,3.9,0.712,13.0
0.0,71.9,131.0,97.0,54.8,97.0,99.0,4.0,3.9,0.706,12.7
0.0,71.7,133.0,93.0,54.0,94.0,91.0,4.0,4.0,0.7,12.6
0.0,72.0,198.0,98.0,53.1,98.0,98.0,2.4,2.5,0.793,15.0
0.0,69.9,22.0,95.0,52.3,95.0,95.0,2.4,2.5,0.789,15.0
0.0,69.5,28.0,99.0,51.4,98.0,98.0,2.4,2.5,0.782,15.0
0.0,69.1,214.0,95.0,5.6,98.0,99.0,2.4,2.5,0.774,14.7
0.0,68.5,224.0,99.0,49.9,99.0,99.0,2.3,2.5,0.766,14.4
0.0,67.8,236.0,99.0,49.2,98.0,99.0,2.3,2.5,0.763,14.5
0.0,67.8,235.0,99.0,48.5,99.0,98.0,2.3,2.5,0.758,14.6
0.0,66.6,258.0,99.0,47.9,99.0,99.0,2.4,2.5,0.758,14.6
0.0,65.3,288.0,94.0,47.3,94.0,93.0,2.4,2.5,0.754,14.7
0.0,65.0,295.0,99.0,46.8,99.0,99.0,2.4,2.5,0.747,14.3
0.0,64.6,294.0,94.0,46.3,99.0,98.0,2.4,2.5,0.737,13.9
0.0,64.7,287.0,99.0,45.8,99.0,82.0,2.5,2.6,0.725,13.5
0.0,64.4,282.0,99.0,45.3,99.0,99.0,2.5,2.6,0.714,13.1
0.0,64.7,276.0,95.0,44.8,95.0,95.0,2.6,2.6,0.7,12.7
0.0,64.4,284.0,95.0,44.4,95.0,95.0,2.6,2.7,0.685,12.3
0.0,63.9,292.0,99.0,43.9,96.0,97.0,2.7,2.7,0.676,12.1
0.0,63.4,249.0,89.0,22.0,83.0,89.0,7.8,7.6,0.55,11.1
0.0,62.9,255.0,92.0,21.3,93.0,92.0,7.8,7.7,0.546,11.1
0.0,62.6,258.0,93.0,2.7,94.0,87.0,7.9,7.7,0.541,11.1
0.0,62.1,263.0,94.0,2.1,94.0,94.0,8.0,7.8,0.536,11.1
0.0,61.2,278.0,96.0,19.5,97.0,96.0,8.1,7.9,0.53,11.1
0.0,63.0,294.0,9.0,18.9,9.0,9.0,8.2,8.0,0.523,11.1
0.0,59.1,317.0,88.0,18.4,89.0,88.0,8.2,8.1,0.514,10.7
0.0,57.9,339.0,88.0,17.9,88.0,88.0,8.3,8.2,0.506,10.4
0.0,56.8,356.0,81.0,17.3,76.0,81.0,8.4,8.3,0.494,10.1
0.0,55.3,388.0,8.0,16.9,77.0,8.0,8.5,8.4,0.483,9.7
0.0,54.1,412.0,76.0,16.4,7.0,76.0,8.6,8.5,0.474,9.6
0.0,53.0,432.0,73.0,15.9,73.0,73.0,8.7,8.6,0.461,8.9
0.0,52.4,437.0,73.0,15.5,75.0,73.0,8.8,8.8,0.45,8.2
0.0,52.1,437.0,84.0,15.1,83.0,84.0,8.9,8.9,0.451,8.5
0.0,66.3,198.0,82.0,77.6,8.0,78.0,0.1,0.1,0.586,11.9
0.0,66.1,2.0,75.0,77.1,79.0,75.0,0.1,0.1,0.597,11.9
0.0,65.8,22.0,95.0,76.7,91.0,95.0,0.1,0.1,0.589,11.9
0.0,65.7,24.0,94.0,76.2,92.0,94.0,0.1,0.1,0.581,11.9
0.0,65.5,26.0,95.0,75.7,95.0,99.0,0.1,0.1,0.585,11.9
0.0,65.3,27.0,91.0,75.2,95.0,91.0,0.1,0.1,0.584,11.9
0.0,65.2,28.0,86.0,74.6,84.0,86.0,0.1,0.1,0.576,11.9
0.0,65.1,21.0,83.0,74.1,74.0,82.0,0.2,0.1,0.572,11.6
0.0,65.0,211.0,96.0,73.4,93.0,94.0,0.2,0.1,0.574,11.8
0.0,65.0,212.0,88.0,72.8,86.0,86.0,0.2,0.1,0.576,12.1
0.0,64.9,213.0,5.0,72.1,74.0,79.0,0.2,0.2,0.0,12.2
0.0,64.8,214.0,67.0,71.4,61.0,62.0,0.2,0.2,0.0,12.4
0.0,64.7,215.0,73.0,7.6,79.0,7.0,0.2,0.2,0.0,11.6
0.0,64.6,217.0,79.0,69.7,96.0,77.0,0.2,0.2,0.0,11.7
0.0,64.3,219.0,85.0,68.8,88.0,85.0,0.2,0.2,0.0,10.4
0.0,64.1,222.0,9.0,67.9,9.0,9.0,0.2,0.2,0.0,10.0
0.0,74.7,81.0,99.0,71.4,99.0,99.0,3.5,3.4,0.799,13.3
0.0,74.6,82.0,96.0,7.8,94.0,95.0,3.4,3.4,0.787,13.0
0.0,74.5,83.0,99.0,7.2,99.0,99.0,3.4,3.3,0.796,13.1
0.0,74.3,84.0,98.0,69.5,98.0,98.0,3.4,3.3,0.794,13.2
0.0,74.2,85.0,99.0,69.0,99.0,99.0,3.3,3.2,0.792,13.4
0.0,74.0,86.0,99.0,68.4,98.0,98.0,3.3,3.2,0.79,13.5
0.0,73.9,87.0,99.0,67.9,99.0,99.0,3.3,3.2,0.788,13.6
0.0,73.8,88.0,99.0,67.5,99.0,99.0,3.3,3.1,0.787,13.8
0.0,73.7,89.0,99.0,67.1,99.0,99.0,3.2,3.1,0.787,13.9
0.0,73.6,89.0,99.0,66.7,99.0,99.0,3.2,3.1,0.787,14.1
0.0,73.6,9.0,99.0,66.3,99.0,99.0,3.2,3.1,0.789,14.2
0.0,73.5,91.0,94.0,65.9,98.0,98.0,3.2,3.0,0.791,14.4
0.0,73.4,93.0,99.0,65.5,99.0,99.0,3.2,3.0,0.788,14.1
0.0,73.3,94.0,99.0,65.0,99.0,99.0,3.2,3.0,0.785,13.9
0.0,73.2,95.0,99.0,64.5,99.0,99.0,3.2,3.0,0.786,14.0
0.0,73.2,96.0,95.0,64.0,94.0,98.0,3.2,3.1,0.786,14.1
0.0,71.1,166.0,97.0,44.9,97.0,97.0,3.3,3.4,0.662,13.0
0.0,78.0,17.0,96.0,43.9,95.0,96.0,3.3,3.4,0.656,12.8
0.0,77.0,174.0,97.0,43.0,97.0,97.0,3.3,3.3,0.647,12.5
0.0,69.9,18.0,96.0,42.2,94.0,96.0,3.2,3.3,0.638,12.3
0.0,69.4,188.0,96.0,41.4,94.0,96.0,3.2,3.3,0.632,12.1
0.0,68.8,199.0,96.0,4.7,88.0,96.0,3.2,3.3,0.631,12.2
0.0,68.5,21.0,96.0,4.1,96.0,95.0,3.3,3.4,0.629,12.4
0.0,67.6,217.0,97.0,39.5,95.0,95.0,3.3,3.4,0.624,12.6
0.0,67.2,229.0,94.0,39.0,94.0,94.0,3.3,3.4,0.618,12.6
0.0,66.7,234.0,9.0,38.5,93.0,92.0,3.3,3.4,0.613,12.5
0.0,66.9,224.0,97.0,38.0,98.0,98.0,3.4,3.4,0.612,12.4
0.0,67.1,218.0,99.0,37.5,98.0,99.0,3.4,3.4,0.609,12.5
0.0,66.6,217.0,99.0,37.0,98.0,98.0,3.5,3.5,0.602,12.2
0.0,66.7,215.0,99.0,36.5,99.0,98.0,3.5,3.5,0.601,12.1
0.0,67.2,217.0,57.0,36.0,99.0,99.0,3.6,3.6,0.593,11.8
0.0,66.6,225.0,44.0,35.6,99.0,99.0,3.6,3.6,0.586,11.4
0.0,65.7,194.0,89.0,21.7,89.0,89.0,8.8,8.9,0.582,10.8
0.0,65.3,199.0,88.0,2.9,88.0,88.0,8.9,9.0,0.573,10.6
0.0,64.9,23.0,87.0,2.1,86.0,87.0,9.0,9.1,0.563,10.4
0.0,64.4,28.0,79.0,19.4,78.0,79.0,9.1,9.2,0.554,10.2
0.0,64.0,213.0,78.0,18.7,79.0,78.0,9.2,9.4,0.542,9.9
0.0,63.6,218.0,74.0,18.0,76.0,74.0,9.3,9.5,0.535,9.6
0.0,63.1,223.0,67.0,17.3,67.0,67.0,9.4,9.6,0.525,9.4
0.0,62.6,228.0,61.0,16.7,6.0,61.0,9.6,9.7,0.518,9.2
0.0,62.1,234.0,5.0,16.1,46.0,5.0,9.7,9.8,0.509,9.0
0.0,61.5,24.0,57.0,15.5,56.0,57.0,9.9,9.9,0.503,9.0
0.0,61.0,246.0,49.0,14.9,5.0,49.0,1.0,1.1,0.494,8.7
0.0,64.0,252.0,45.0,14.4,46.0,45.0,1.1,1.2,0.485,8.6
0.0,59.8,259.0,5.0,13.8,52.0,49.0,1.2,1.3,0.477,8.3
1.0,74.6,153.0,94.0,61.2,95.0,95.0,2.2,2.1,0.828,16.0
1.0,74.4,156.0,92.0,6.7,92.0,92.0,2.2,2.2,0.822,16.0
1.0,74.1,161.0,94.0,6.2,94.0,94.0,2.2,2.2,0.814,15.4
1.0,73.8,163.0,9.0,59.8,91.0,91.0,2.2,2.2,0.812,15.5
1.0,73.6,169.0,89.0,59.4,92.0,92.0,2.2,2.3,0.81,15.8
1.0,72.8,18.0,91.0,58.9,92.0,92.0,2.2,2.3,0.815,16.0
1.0,72.6,184.0,92.0,58.5,94.0,94.0,2.3,2.3,0.821,16.4
1.0,71.9,199.0,93.0,58.1,94.0,94.0,2.3,2.4,0.819,16.3
1.0,78.0,221.0,91.0,57.7,94.0,94.0,2.4,2.4,0.814,16.2
1.0,75.0,229.0,94.0,57.4,96.0,96.0,2.4,2.5,0.807,16.2
1.0,76.0,216.0,99.0,57.0,99.0,99.0,2.5,2.5,0.791,15.9
1.0,71.0,26.0,98.0,56.6,99.0,99.0,2.5,2.6,0.776,15.5
1.0,78.0,29.0,98.0,56.3,98.0,98.0,2.6,2.6,0.761,15.2
1.0,73.0,219.0,98.0,56.0,98.0,97.0,2.7,2.7,0.746,14.8
1.0,69.9,228.0,96.0,55.7,97.0,97.0,2.8,2.8,0.728,14.2
1.0,71.0,218.0,95.0,55.4,96.0,96.0,2.8,2.8,0.716,13.7
0.0,74.9,98.0,81.0,66.1,75.0,81.0,4.9,4.9,0.763,13.3
0.0,74.8,99.0,81.0,65.4,75.0,81.0,4.8,4.9,0.763,13.3
0.0,74.9,97.0,81.0,64.9,75.0,81.0,4.8,4.8,0.766,13.3
0.0,75.0,93.0,81.0,64.4,75.0,81.0,4.8,4.8,0.763,13.3
0.0,75.0,93.0,81.0,64.0,75.0,81.0,4.7,4.7,0.758,13.2
0.0,74.9,94.0,81.0,63.5,75.0,81.0,4.7,4.7,0.752,13.3
0.0,74.7,95.0,81.0,63.0,75.0,81.0,4.7,4.7,0.746,13.2
0.0,74.5,98.0,81.0,62.5,75.0,81.0,4.7,4.7,0.74,13.1
0.0,74.4,98.0,8.0,61.9,75.0,8.0,4.7,4.6,0.731,12.9
0.0,74.1,1.0,78.0,61.4,75.0,78.0,4.7,4.6,0.733,13.2
0.0,73.9,11.0,77.0,6.8,74.0,77.0,4.7,4.6,0.0,13.7
0.0,73.7,13.0,75.0,6.2,74.0,75.0,4.7,4.6,0.0,14.2
0.0,73.5,15.0,74.0,59.7,74.0,74.0,4.8,4.7,0.0,14.8
0.0,73.2,17.0,77.0,59.1,77.0,77.0,4.8,4.7,0.0,15.2
0.0,73.0,11.0,8.0,58.6,8.0,8.0,4.9,4.7,0.0,15.0
0.0,72.7,112.0,83.0,57.9,83.0,83.0,4.9,4.8,0.0,14.9
0.0,53.7,484.0,93.0,32.6,9.0,93.0,5.5,5.3,0.495,10.7
0.0,52.1,522.0,93.0,32.0,9.0,93.0,5.8,5.6,0.491,10.8
0.0,52.1,518.0,93.0,31.4,9.0,93.0,6.1,5.9,0.484,11.1
0.0,52.2,513.0,95.0,3.8,93.0,95.0,6.4,6.2,0.479,11.0
0.0,52.3,52.0,96.0,3.2,95.0,96.0,6.8,6.6,0.469,11.0
0.0,51.1,527.0,93.0,29.7,92.0,93.0,7.2,7.0,0.464,10.9
0.0,49.4,566.0,91.0,29.2,89.0,91.0,7.6,7.4,0.453,10.8
0.0,47.8,592.0,88.0,28.8,86.0,88.0,8.0,7.8,0.447,10.7
0.0,46.2,633.0,9.0,28.3,87.0,88.0,8.4,8.3,0.44,10.6
0.0,45.3,654.0,91.0,27.9,88.0,89.0,8.8,8.7,0.437,10.7
0.0,44.5,675.0,87.0,27.4,88.0,89.0,9.3,9.2,0.437,10.7
0.0,44.8,666.0,6.0,26.9,89.0,9.0,9.7,9.7,0.439,10.7
0.0,45.5,648.0,17.0,26.4,9.0,9.0,1.2,1.1,0.44,10.5
0.0,61.4,259.0,52.0,27.3,52.0,52.0,6.5,6.4,0.427,9.9
0.0,58.1,329.0,5.0,26.7,49.0,5.0,6.7,6.5,0.426,9.9
0.0,61.1,258.0,76.0,26.1,75.0,76.0,6.8,6.7,0.419,9.8
0.0,67.0,261.0,8.0,25.6,8.0,8.0,7.0,6.9,0.416,9.6
0.0,62.0,266.0,77.0,25.0,77.0,77.0,7.2,7.0,0.406,9.5
0.0,59.7,272.0,47.0,24.5,71.0,7.0,7.4,7.2,0.403,9.6
0.0,59.2,277.0,64.0,24.0,84.0,81.0,7.6,7.4,0.4,9.7
0.0,58.6,281.0,64.0,23.4,79.0,75.0,7.7,7.6,0.394,9.8
0.0,72.7,138.0,97.0,64.8,97.0,97.0,5.8,5.5,0.719,13.4
0.0,72.4,143.0,94.0,63.8,94.0,94.0,5.7,5.5,0.73,13.4
0.0,72.9,134.0,96.0,62.8,96.0,96.0,5.7,5.5,0.735,13.4
0.0,72.9,133.0,98.0,61.8,98.0,98.0,5.6,5.4,0.706,13.7
0.0,71.3,161.0,98.0,6.9,98.0,98.0,5.6,5.4,0.756,14.0
0.0,72.8,132.0,98.0,59.9,98.0,98.0,5.6,5.4,0.755,14.3
0.0,72.7,132.0,98.0,59.0,98.0,98.0,5.6,5.4,0.757,14.6
0.0,72.6,132.0,98.0,58.2,98.0,98.0,5.5,5.4,0.757,14.8
0.0,72.5,132.0,98.0,57.4,98.0,98.0,5.5,5.4,0.756,15.1
0.0,72.2,134.0,98.0,56.7,98.0,98.0,5.5,5.4,0.752,15.4
0.0,71.9,138.0,97.0,56.0,98.0,98.0,5.5,5.4,0.748,15.7
0.0,71.5,141.0,99.0,55.3,97.0,97.0,5.5,5.4,0.747,15.9
0.0,71.3,144.0,96.0,54.6,95.0,95.0,5.6,5.4,0.74,16.0
0.0,71.1,146.0,91.0,54.0,93.0,93.0,5.6,5.4,0.736,15.8
0.0,71.0,147.0,93.0,53.4,94.0,94.0,5.6,5.5,0.732,15.7
0.0,78.0,148.0,92.0,52.8,94.0,94.0,5.7,5.5,0.727,15.5
1.0,73.6,165.0,94.0,62.4,93.0,93.0,2.6,2.6,0.846,16.5
1.0,73.4,169.0,94.0,61.9,93.0,93.0,2.6,2.7,0.841,16.5
1.0,73.0,178.0,93.0,61.4,93.0,93.0,2.7,2.7,0.834,16.4
1.0,73.0,176.0,93.0,6.9,93.0,93.0,2.7,2.7,0.83,16.5
1.0,72.8,18.0,95.0,6.5,92.0,92.0,2.7,2.8,0.826,16.7
1.0,72.4,188.0,94.0,6.0,95.0,95.0,2.8,2.8,0.824,16.8
1.0,72.2,192.0,95.0,59.7,98.0,98.0,2.8,2.9,0.825,16.6
1.0,71.1,224.0,96.0,59.3,96.0,96.0,2.9,2.9,0.82,16.5
1.0,72.0,24.0,96.0,59.0,95.0,95.0,2.9,3.0,0.812,16.4
1.0,76.0,229.0,95.0,58.7,94.0,94.0,3.0,3.0,0.807,16.4
1.0,78.0,222.0,95.0,58.4,93.0,94.0,3.0,3.1,0.798,16.2
1.0,71.6,24.0,94.0,58.1,9.0,94.0,3.1,3.1,0.792,16.3
1.0,71.6,22.0,95.0,57.8,91.0,94.0,3.2,3.2,0.78,15.8
1.0,71.4,22.0,94.0,57.5,97.0,95.0,3.3,3.3,0.77,15.3
1.0,71.2,21.0,95.0,57.2,97.0,95.0,3.3,3.3,0.757,14.7
1.0,71.6,2.0,98.0,56.9,92.0,94.0,3.4,3.4,0.745,14.0
1.0,82.0,63.0,94.0,61.3,99.0,99.0,1.0,0.9,0.896,13.9
1.0,81.7,65.0,94.0,6.9,99.0,99.0,1.0,0.9,0.892,13.9
1.0,81.4,68.0,94.0,6.5,99.0,99.0,0.9,0.9,0.892,13.9
1.0,81.1,7.0,94.0,6.1,99.0,99.0,0.9,0.9,0.892,13.9
1.0,88.0,72.0,95.0,59.6,96.0,99.0,0.9,0.9,0.894,13.9
1.0,86.0,73.0,94.0,59.2,96.0,99.0,0.9,0.9,0.884,13.7
1.0,83.0,76.0,95.0,58.8,96.0,99.0,0.9,0.9,0.888,13.5
1.0,80.0,8.0,94.0,58.4,96.0,99.0,0.9,0.9,0.887,13.5
1.0,79.7,82.0,87.0,57.9,96.0,99.0,0.9,0.9,0.877,13.5
1.0,79.4,85.0,95.0,57.5,99.0,99.0,0.9,0.9,0.88,13.5
1.0,78.8,9.0,95.0,57.0,99.0,99.0,1.0,0.9,0.874,13.5
1.0,78.7,92.0,94.0,56.4,99.0,99.0,1.0,0.9,0.867,13.5
1.0,78.6,92.0,95.0,55.8,99.0,98.0,1.0,0.9,0.865,13.6
1.0,78.3,95.0,95.0,55.2,99.0,99.0,1.0,0.9,0.86,13.5
1.0,78.0,96.0,86.0,54.6,99.0,99.0,1.0,1.0,0.854,13.4
1.0,77.8,98.0,77.0,54.0,99.0,99.0,1.0,1.0,0.848,13.5
0.0,65.5,22.0,69.0,2.5,71.0,69.0,7.1,7.1,0.511,10.3
0.0,65.1,225.0,73.0,2.0,73.0,73.0,7.2,7.1,0.509,10.3
0.0,64.7,23.0,74.0,19.5,73.0,74.0,7.3,7.2,0.508,10.3
0.0,64.3,235.0,7.0,19.0,71.0,7.0,7.4,7.3,0.506,10.2
0.0,63.8,241.0,73.0,18.5,73.0,73.0,7.5,7.4,0.504,10.2
0.0,63.3,248.0,7.0,18.0,7.0,7.0,7.6,7.5,0.503,10.2
0.0,62.8,254.0,77.0,17.6,76.0,77.0,7.7,7.6,0.5,9.7
0.0,62.3,259.0,77.0,17.1,77.0,77.0,7.8,7.7,0.491,9.4
0.0,61.9,261.0,84.0,16.7,83.0,84.0,7.9,7.8,0.483,9.1
0.0,61.4,263.0,82.0,16.3,83.0,85.0,8.0,7.9,0.478,9.0
0.0,69.0,265.0,81.0,15.8,8.0,85.0,8.1,8.0,0.473,8.9
0.0,64.0,267.0,71.0,15.4,74.0,78.0,8.2,8.1,0.466,8.7
0.0,59.9,268.0,61.0,15.0,65.0,66.0,8.3,8.3,0.457,8.5
0.0,59.3,271.0,51.0,14.7,61.0,62.0,8.5,8.4,0.462,8.3
0.0,58.3,365.0,88.0,19.6,88.0,88.0,6.4,6.2,0.473,10.8
0.0,57.6,377.0,91.0,19.2,87.0,91.0,6.5,6.3,0.466,10.7
0.0,56.7,394.0,89.0,18.8,89.0,89.0,6.5,6.4,0.459,10.7
0.0,55.3,42.0,96.0,18.4,95.0,96.0,6.6,6.5,0.454,10.7
0.0,54.1,441.0,97.0,18.0,97.0,97.0,6.7,6.6,0.444,10.6
0.0,52.9,462.0,93.0,17.6,86.0,93.0,6.8,6.7,0.43,10.2
0.0,51.5,491.0,93.0,17.3,93.0,93.0,6.9,6.8,0.415,9.9
0.0,50.0,525.0,91.0,16.9,92.0,91.0,7.0,6.9,0.4,9.6
0.0,48.5,559.0,87.0,16.6,88.0,87.0,7.1,7.0,0.387,9.7
0.0,47.1,587.0,99.0,16.2,99.0,99.0,7.3,7.1,0.377,9.6
0.0,46.0,66.0,93.0,15.9,94.0,93.0,7.4,7.2,0.371,9.7
0.0,45.1,615.0,89.0,15.5,94.0,89.0,7.5,7.4,0.366,10.0
0.0,44.6,613.0,84.0,15.2,85.0,84.0,7.6,7.5,0.362,10.3
0.0,44.0,67.0,64.0,14.8,79.0,64.0,7.7,7.6,0.388,10.4
0.0,75.0,123.0,99.0,4.6,99.0,99.0,7.5,7.3,0.787,13.1
0.0,74.8,126.0,96.0,39.5,97.0,97.0,7.6,7.4,0.783,13.0
0.0,74.6,128.0,96.0,38.5,97.0,97.0,7.8,7.6,0.779,12.9
0.0,74.5,129.0,97.0,37.4,97.0,97.0,7.9,7.7,0.776,12.9
0.0,74.3,13.0,96.0,36.3,96.0,96.0,8.0,7.8,0.774,13.0
0.0,74.1,131.0,96.0,35.3,96.0,96.0,8.2,8.0,0.764,12.8
0.0,74.0,131.0,96.0,34.4,97.0,97.0,8.3,8.2,0.756,12.6
0.0,73.8,132.0,97.0,33.4,97.0,97.0,8.5,8.3,0.747,12.5
0.0,73.7,133.0,96.0,32.5,97.0,97.0,8.7,8.5,0.736,12.3
0.0,73.6,134.0,95.0,31.6,95.0,95.0,8.8,8.6,0.732,12.7
0.0,73.4,135.0,96.0,3.7,96.0,96.0,9.0,8.8,0.734,12.9
0.0,73.2,137.0,94.0,29.8,95.0,95.0,9.2,8.9,0.731,12.7
0.0,73.1,138.0,95.0,28.8,96.0,96.0,9.3,9.1,0.724,12.1
0.0,72.9,14.0,95.0,27.9,94.0,94.0,9.5,9.3,0.723,12.0
0.0,72.7,144.0,95.0,27.0,95.0,96.0,9.7,9.4,0.725,11.9
0.0,72.4,149.0,97.0,26.0,98.0,98.0,9.8,9.6,0.715,11.6
0.0,78.5,61.0,99.0,27.4,99.0,99.0,13.6,13.6,0.701,12.7
0.0,78.2,62.0,99.0,26.2,99.0,99.0,13.6,13.7,0.693,12.7
0.0,77.9,64.0,99.0,25.1,99.0,99.0,13.7,13.8,0.683,12.4
0.0,77.6,65.0,99.0,24.1,99.0,99.0,13.8,13.9,0.675,12.1
0.0,77.3,67.0,96.0,23.1,96.0,96.0,13.9,14.0,0.663,11.8
0.0,76.7,73.0,97.0,22.1,97.0,96.0,14.0,14.1,0.653,11.6
0.0,76.3,75.0,98.0,21.2,98.0,98.0,14.1,14.2,0.651,11.8
0.0,75.9,81.0,98.0,2.3,98.0,98.0,14.2,14.3,0.641,11.8
0.0,75.4,82.0,98.0,19.5,98.0,98.0,14.3,14.4,0.632,11.9
0.0,75.0,88.0,98.0,18.7,98.0,98.0,14.3,14.5,0.622,12.0
0.0,74.3,93.0,98.0,18.0,98.0,98.0,14.4,14.5,0.625,12.1
0.0,73.4,16.0,97.0,17.3,96.0,96.0,14.5,14.6,0.617,12.2
0.0,72.7,112.0,98.0,16.7,98.0,98.0,14.6,14.7,0.601,11.8
0.0,71.8,124.0,98.0,16.2,98.0,98.0,14.6,14.7,0.597,12.0
