,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8039,6,80,1.0,4,7,67.0
8040,5,87,1.0,7,0,70.0
8041,1,51,0.0,6,1,24.0
8042,4,49,1.0,6,1,31.0
8043,3,45,0.0,5,2,24.0
8044,1,89,0.0,7,1,61.0
8045,5,73,1.0,6,0,59.0
8046,6,98,1.0,5,4,87.0
8047,2,91,1.0,8,5,68.0
8048,3,80,0.0,6,6,62.0
8049,6,58,1.0,9,9,50.0
8050,4,45,1.0,6,6,27.0
8051,9,41,1.0,8,1,36.0
8052,5,54,1.0,8,6,43.0
8053,4,56,1.0,6,1,35.0
8054,2,55,0.0,8,1,29.0
8055,6,67,0.0,5,5,56.0
8056,2,60,1.0,6,5,41.0
8057,7,47,0.0,6,7,37.0
8058,3,49,0.0,4,4,26.0
8059,9,49,0.0,9,4,46.0
8060,5,89,1.0,6,9,75.0
8061,8,49,0.0,4,0,40.0
8062,6,48,1.0,8,3,36.0
8063,8,67,0.0,9,0,62.0
8064,3,63,1.0,9,9,47.0
8065,3,58,0.0,8,4,39.0
8066,5,72,0.0,5,7,57.0
8067,3,43,1.0,4,0,20.0
8068,8,95,1.0,6,2,87.0
8069,8,42,0.0,4,0,31.0
8070,2,81,1.0,8,5,57.0
8071,4,51,1.0,8,9,37.0
8072,1,57,1.0,5,0,29.0
8073,4,62,1.0,9,9,48.0
8074,4,59,0.0,9,2,41.0
8075,9,45,1.0,8,4,43.0
8076,3,92,0.0,4,4,70.0
8077,2,73,0.0,9,1,54.0
8078,9,81,1.0,6,2,77.0
8079,9,41,1.0,6,8,40.0
8080,1,69,1.0,4,0,39.0
8081,6,48,1.0,5,0,38.0
8082,8,66,0.0,6,1,61.0
8083,3,81,0.0,4,7,59.0
8084,9,73,1.0,4,5,68.0
8085,2,79,0.0,8,3,59.0
8086,6,63,1.0,9,6,55.0
8087,1,88,0.0,8,5,63.0
8088,7,56,0.0,9,8,47.0
8089,3,68,0.0,5,5,49.0
8090,7,75,1.0,5,1,64.0
8091,4,89,1.0,5,2,72.0
8092,9,51,0.0,4,8,46.0
8093,5,70,1.0,4,6,55.0
8094,3,88,1.0,8,5,73.0
8095,8,48,0.0,6,4,41.0
8096,6,58,1.0,9,2,50.0
8097,2,85,1.0,9,3,61.0
8098,3,85,0.0,5,0,60.0
8099,8,56,0.0,9,4,52.0
8100,7,41,0.0,7,6,31.0
8101,6,79,0.0,5,1,66.0
8102,1,44,1.0,9,7,16.0
8103,9,98,1.0,8,9,93.0
8104,3,78,0.0,9,5,59.0
8105,5,93,0.0,4,9,78.0
8106,7,87,1.0,8,2,79.0
8107,7,55,1.0,8,1,50.0
8108,3,56,1.0,8,7,38.0
8109,4,93,0.0,7,3,80.0
8110,7,66,0.0,7,6,58.0
8111,8,46,0.0,9,6,44.0
8112,2,91,0.0,5,9,70.0
8113,9,47,1.0,9,8,45.0
8114,7,47,0.0,9,9,40.0
8115,8,62,0.0,9,7,57.0
8116,6,71,1.0,4,7,61.0
8117,6,82,0.0,8,6,72.0
8118,9,86,1.0,6,9,83.0
8119,4,57,0.0,5,4,36.0
8120,5,77,1.0,5,8,61.0
8121,9,93,1.0,8,6,90.0
8122,1,51,1.0,5,2,22.0
8123,4,54,0.0,8,5,35.0
8124,7,67,0.0,5,2,59.0
8125,9,94,0.0,9,5,89.0
8126,6,77,0.0,4,7,66.0
8127,8,89,0.0,5,8,88.0
8128,9,95,0.0,5,1,91.0
8129,4,70,1.0,6,5,53.0
8130,1,91,0.0,4,2,64.0
8131,8,48,0.0,9,6,40.0
8132,2,47,1.0,4,3,24.0
8133,1,85,1.0,4,4,59.0
8134,7,58,0.0,5,9,49.0
8135,9,90,1.0,7,5,85.0
8136,9,47,0.0,5,7,47.0
8137,3,73,1.0,8,1,54.0
8138,6,96,0.0,6,3,82.0
8139,7,43,1.0,4,3,31.0
8140,9,70,1.0,8,5,67.0
8141,2,77,0.0,9,3,58.0
8142,8,42,0.0,8,4,36.0
8143,7,74,1.0,7,4,66.0
8144,4,58,1.0,4,7,39.0
8145,2,82,1.0,5,3,61.0
8146,8,68,1.0,4,5,64.0
8147,5,49,0.0,6,6,31.0
8148,6,51,1.0,4,7,39.0
8149,7,85,1.0,8,8,78.0
8150,1,69,0.0,8,9,43.0
8151,8,69,0.0,5,7,62.0
8152,4,99,0.0,5,3,80.0
8153,9,57,0.0,5,3,51.0
8154,1,63,0.0,9,9,40.0
8155,2,71,0.0,6,4,48.0
8156,6,48,1.0,9,2,38.0
8157,1,86,1.0,9,1,61.0
8158,4,63,1.0,9,1,42.0
8159,8,65,0.0,4,8,57.0
8160,5,42,0.0,7,7,26.0
8161,9,62,1.0,4,5,58.0
8162,6,50,1.0,5,8,40.0
8163,1,49,0.0,6,4,26.0
8164,6,89,0.0,9,9,78.0
8165,6,75,1.0,4,0,62.0
8166,6,99,1.0,8,7,90.0
8167,8,52,1.0,9,2,50.0
8168,6,68,1.0,4,8,57.0
8169,5,77,1.0,8,0,62.0
8170,2,98,0.0,4,2,74.0
8171,4,92,1.0,4,0,74.0
8172,5,52,1.0,9,0,40.0
8173,4,96,0.0,4,5,81.0
8174,2,65,1.0,5,3,45.0
8175,7,59,0.0,8,9,50.0
8176,2,44,0.0,6,3,17.0
8177,1,59,1.0,7,4,31.0
8178,5,53,1.0,9,2,40.0
8179,1,84,0.0,8,1,61.0
8180,1,53,0.0,5,9,26.0
8181,1,47,0.0,8,7,20.0
8182,6,87,1.0,6,6,73.0
8183,9,52,1.0,9,9,55.0
8184,1,63,1.0,8,3,37.0
8185,5,54,1.0,5,1,35.0
8186,9,90,1.0,9,8,90.0
8187,9,40,0.0,5,7,36.0
8188,1,61,1.0,9,3,38.0
8189,8,73,1.0,7,4,65.0
8190,1,89,0.0,6,9,66.0
8191,8,90,1.0,7,5,88.0
8192,1,79,1.0,4,3,53.0
8193,5,42,1.0,5,1,27.0
8194,8,94,0.0,7,4,90.0
8195,6,65,0.0,5,0,50.0
8196,9,53,1.0,9,6,49.0
8197,1,97,1.0,5,8,71.0
8198,9,80,1.0,4,2,72.0
8199,1,47,0.0,5,5,21.0
8200,3,88,0.0,9,8,73.0
8201,1,94,1.0,9,3,68.0
8202,3,94,1.0,7,5,74.0
8203,2,95,1.0,6,2,72.0
8204,2,55,1.0,8,8,38.0
8205,9,81,0.0,7,6,78.0
8206,8,60,0.0,4,6,55.0
8207,1,49,1.0,8,3,24.0
8208,4,96,0.0,5,5,72.0
8209,1,64,0.0,7,7,38.0
8210,1,95,1.0,8,5,73.0
8211,4,77,1.0,7,5,60.0
8212,2,61,1.0,5,3,38.0
8213,3,88,1.0,9,7,74.0
8214,9,87,0.0,7,9,86.0
8215,2,86,1.0,4,7,62.0
8216,4,93,1.0,8,8,80.0
8217,1,85,1.0,8,5,62.0
8218,2,43,1.0,8,1,22.0
8219,5,43,0.0,7,3,28.0
8220,1,69,1.0,5,3,41.0
8221,7,41,1.0,7,7,34.0
8222,4,68,0.0,7,4,52.0
8223,6,82,1.0,9,3,71.0
8224,8,75,1.0,8,7,68.0
8225,6,60,1.0,5,2,47.0
8226,2,99,0.0,6,1,73.0
8227,1,60,1.0,5,3,33.0
8228,8,87,1.0,7,0,83.0
8229,8,60,1.0,4,0,48.0
8230,9,43,0.0,5,4,39.0
8231,6,40,1.0,8,0,29.0
8232,1,65,1.0,4,3,36.0
8233,9,95,1.0,6,7,94.0
8234,3,90,0.0,6,7,73.0
8235,6,41,0.0,4,1,28.0
8236,9,48,1.0,6,2,49.0
8237,3,94,1.0,4,2,73.0
8238,5,96,0.0,7,0,83.0
8239,5,84,1.0,4,2,73.0
8240,7,57,0.0,7,7,50.0
8241,4,87,0.0,8,5,74.0
8242,4,87,0.0,8,4,71.0
8243,7,96,1.0,6,9,92.0
8244,9,81,0.0,9,8,78.0
8245,4,80,0.0,9,6,64.0
8246,4,50,1.0,4,5,37.0
8247,6,64,1.0,7,4,49.0
8248,6,65,1.0,8,4,53.0
8249,7,97,0.0,8,9,95.0
8250,1,75,0.0,8,8,50.0
8251,3,81,1.0,6,9,62.0
8252,9,74,0.0,8,5,74.0
8253,6,77,1.0,9,3,70.0
8254,6,42,1.0,5,3,29.0
8255,5,98,1.0,6,3,81.0
8256,3,80,1.0,4,5,58.0
8257,5,74,1.0,5,0,57.0
8258,1,89,0.0,6,8,61.0
8259,3,79,0.0,6,1,56.0
8260,4,61,1.0,7,1,44.0
8261,5,47,0.0,5,4,30.0
8262,9,54,0.0,5,3,53.0
8263,4,84,1.0,9,2,67.0
8264,3,46,0.0,5,4,21.0
8265,1,58,0.0,8,6,35.0
8266,6,79,1.0,9,9,77.0
8267,7,81,0.0,8,1,72.0
8268,8,56,0.0,9,5,52.0
8269,1,40,0.0,4,3,15.0
8270,4,84,0.0,9,1,67.0
8271,5,68,0.0,4,0,55.0
8272,2,97,1.0,9,7,73.0
8273,1,52,1.0,4,4,25.0
8274,8,95,1.0,8,9,90.0
8275,6,87,1.0,9,1,74.0
8276,5,68,1.0,7,7,53.0
8277,9,80,0.0,9,2,79.0
8278,2,81,0.0,4,6,59.0
8279,8,45,1.0,6,1,40.0
8280,9,44,1.0,8,6,39.0
8281,1,73,1.0,7,3,49.0
8282,7,50,0.0,6,9,41.0
8283,8,48,0.0,6,0,39.0
8284,3,77,0.0,8,4,57.0
8285,4,79,0.0,9,3,66.0
8286,3,80,0.0,5,7,59.0
8287,7,48,0.0,7,0,40.0
8288,9,47,1.0,9,1,47.0
8289,3,83,0.0,8,4,65.0
8290,6,97,1.0,5,9,86.0
8291,8,79,1.0,8,9,75.0
8292,6,42,0.0,8,1,30.0
8293,2,52,0.0,6,0,26.0
8294,7,58,0.0,9,5,49.0
8295,2,73,0.0,8,9,52.0
8296,2,71,0.0,9,3,47.0
8297,2,88,0.0,5,4,64.0
8298,1,55,0.0,6,2,28.0
8299,1,75,0.0,5,9,48.0
8300,7,57,1.0,5,5,47.0
8301,5,53,1.0,6,3,37.0
8302,3,69,0.0,9,5,54.0
8303,1,41,1.0,5,4,18.0
8304,6,52,0.0,4,1,37.0
8305,1,66,1.0,9,3,41.0
8306,9,98,1.0,8,1,96.0
8307,2,92,0.0,6,4,69.0
8308,1,91,0.0,6,2,64.0
8309,7,56,0.0,9,5,48.0
8310,6,70,1.0,4,4,59.0
8311,6,54,1.0,4,1,39.0
8312,5,96,0.0,4,9,80.0
8313,4,59,1.0,4,7,38.0
8314,4,44,0.0,7,5,26.0
8315,3,46,1.0,6,8,27.0
8316,8,57,0.0,5,2,50.0
8317,7,95,1.0,6,3,89.0
8318,9,50,0.0,6,7,45.0
8319,1,71,0.0,6,6,42.0
8320,7,89,0.0,4,7,80.0
8321,4,66,1.0,4,8,48.0
8322,7,65,0.0,7,7,59.0
8323,1,76,1.0,9,7,53.0
8324,5,84,0.0,6,5,72.0
8325,3,67,0.0,8,1,46.0
8326,5,89,0.0,9,6,75.0
8327,4,41,1.0,7,3,25.0
8328,2,59,1.0,4,2,36.0
8329,4,43,1.0,6,3,24.0
8330,3,52,0.0,4,3,31.0
8331,1,63,1.0,9,2,39.0
8332,8,87,0.0,5,8,81.0
8333,5,77,0.0,4,2,63.0
8334,4,97,0.0,4,1,81.0
8335,5,79,0.0,7,0,63.0
8336,4,87,0.0,5,0,69.0
8337,3,84,1.0,9,4,66.0
8338,5,94,1.0,8,4,80.0
8339,4,68,0.0,8,8,52.0
8340,1,97,0.0,8,3,68.0
8341,3,75,1.0,6,4,57.0
8342,8,41,0.0,8,5,37.0
8343,7,80,0.0,6,9,68.0
8344,2,57,0.0,9,6,35.0
8345,1,88,0.0,9,8,65.0
8346,3,47,1.0,4,5,28.0
8347,5,97,0.0,8,0,82.0
8348,1,54,1.0,7,7,29.0
8349,3,80,1.0,9,1,62.0
8350,3,56,1.0,5,8,35.0
8351,5,62,1.0,5,6,51.0
8352,3,41,0.0,9,6,22.0
8353,9,45,0.0,4,9,42.0
8354,1,68,0.0,5,9,45.0
8355,4,66,1.0,5,4,48.0
8356,4,76,1.0,4,7,61.0
8357,1,88,1.0,4,9,59.0
8358,2,73,0.0,4,0,50.0
8359,1,57,0.0,7,2,33.0
8360,6,81,0.0,4,8,65.0
8361,3,49,1.0,4,0,26.0
8362,7,77,1.0,4,7,69.0
8363,5,98,0.0,9,5,87.0
8364,9,83,1.0,8,9,85.0
8365,7,56,1.0,9,4,46.0
8366,4,98,0.0,8,5,82.0
8367,5,52,1.0,7,4,36.0
8368,5,91,1.0,7,8,77.0
8369,5,99,0.0,5,1,85.0
8370,9,87,1.0,9,9,85.0
8371,3,81,1.0,8,5,62.0
8372,6,66,1.0,7,3,54.0
8373,8,92,1.0,7,2,89.0
8374,9,41,0.0,9,4,35.0
8375,7,73,0.0,5,1,65.0
8376,3,70,1.0,4,2,52.0
8377,1,62,0.0,6,6,37.0
8378,4,46,0.0,5,0,27.0
8379,6,77,0.0,6,1,60.0
8380,3,72,1.0,5,2,52.0
8381,1,51,1.0,5,9,28.0
8382,6,84,0.0,4,6,72.0
8383,1,51,0.0,7,3,23.0
8384,9,58,0.0,8,7,59.0
8385,1,48,0.0,5,7,20.0
8386,6,49,1.0,4,0,38.0
8387,1,56,0.0,6,4,31.0
8388,7,89,1.0,9,0,81.0
8389,3,79,1.0,9,6,66.0
8390,6,78,1.0,7,3,68.0
8391,7,80,1.0,9,7,75.0
8392,1,49,1.0,5,7,24.0
8393,1,51,1.0,6,8,26.0
8394,5,54,1.0,5,5,39.0
8395,6,70,0.0,9,6,61.0
8396,9,54,1.0,8,6,52.0
8397,1,67,0.0,9,4,38.0
8398,4,43,0.0,8,6,25.0
8399,8,75,0.0,9,8,73.0
8400,9,94,0.0,7,3,93.0
8401,3,40,0.0,6,1,16.0
8402,2,97,1.0,8,7,75.0
8403,4,83,1.0,4,6,64.0
8404,2,96,0.0,7,5,77.0
8405,1,73,0.0,5,6,44.0
8406,3,86,0.0,9,2,66.0
8407,7,56,1.0,6,5,48.0
8408,1,78,0.0,6,9,50.0
8409,2,77,1.0,9,6,56.0
8410,1,83,1.0,4,6,55.0
8411,8,90,0.0,8,4,83.0
8412,5,72,1.0,9,2,58.0
8413,8,99,1.0,6,1,93.0
8414,3,60,1.0,4,6,38.0
8415,7,65,0.0,4,3,55.0
8416,8,85,0.0,5,1,80.0
8417,6,75,0.0,4,7,64.0
8418,7,44,0.0,7,1,37.0
8419,2,72,0.0,6,5,49.0
8420,8,40,0.0,7,3,33.0
8421,5,92,0.0,4,8,78.0
8422,7,45,0.0,4,4,31.0
8423,1,76,1.0,7,3,53.0
8424,5,41,0.0,5,7,25.0
8425,1,96,1.0,4,2,69.0
8426,8,92,1.0,7,8,89.0
8427,4,98,0.0,7,7,80.0
8428,4,98,1.0,6,7,80.0
8429,2,44,1.0,5,9,22.0
8430,5,65,0.0,8,4,52.0
8431,1,80,1.0,7,0,59.0
8432,9,90,0.0,6,9,88.0
8433,5,92,1.0,8,8,81.0
8434,6,86,1.0,6,1,79.0
8435,2,52,0.0,6,0,28.0
8436,1,51,1.0,9,5,28.0
8437,4,44,1.0,5,0,19.0
8438,7,41,0.0,4,9,31.0
8439,6,98,0.0,5,9,87.0
8440,1,43,1.0,8,9,17.0
8441,1,98,1.0,9,6,75.0
8442,8,66,0.0,5,6,61.0
8443,4,89,1.0,4,0,72.0
8444,5,92,0.0,5,9,78.0
8445,7,49,0.0,5,4,36.0
8446,8,52,0.0,5,2,45.0
8447,7,83,1.0,7,1,74.0
8448,2,41,1.0,7,4,17.0
8449,4,65,1.0,5,4,47.0
8450,1,54,0.0,4,1,25.0
8451,9,85,1.0,4,5,81.0
8452,3,96,0.0,4,6,74.0
8453,3,49,1.0,4,0,30.0
8454,9,61,0.0,9,2,59.0
8455,3,79,0.0,9,3,60.0
8456,8,64,1.0,6,1,58.0
8457,2,54,0.0,5,9,28.0
8458,3,52,1.0,5,4,33.0
8459,2,47,1.0,6,3,30.0
8460,1,60,1.0,4,1,31.0
8461,2,60,1.0,8,0,36.0
8462,8,61,1.0,8,7,56.0
8463,9,85,0.0,6,1,82.0
8464,2,72,1.0,8,3,50.0
8465,7,84,0.0,7,9,76.0
8466,5,66,1.0,5,4,52.0
8467,3,79,0.0,8,1,60.0
8468,9,89,0.0,9,9,91.0
8469,6,61,1.0,9,8,52.0
8470,1,69,0.0,7,1,43.0
8471,5,48,1.0,5,5,32.0
8472,7,84,1.0,7,6,77.0
8473,4,74,1.0,5,5,55.0
8474,8,57,0.0,5,3,52.0
8475,5,81,0.0,8,0,68.0
8476,9,44,0.0,9,1,41.0
8477,9,66,0.0,6,9,63.0
8478,9,96,1.0,8,9,99.0
8479,1,45,1.0,4,5,17.0
8480,2,71,0.0,7,7,47.0
8481,3,47,0.0,4,2,24.0
8482,4,95,1.0,5,6,80.0
8483,9,78,0.0,8,8,79.0
8484,6,60,1.0,4,3,49.0
8485,1,57,0.0,4,6,27.0
8486,9,53,0.0,9,6,51.0
8487,6,54,0.0,4,9,41.0
8488,4,81,1.0,9,8,67.0
8489,4,65,1.0,9,2,48.0
8490,3,92,0.0,5,0,72.0
8491,7,83,0.0,9,7,75.0
8492,3,71,0.0,5,3,48.0
8493,2,78,0.0,9,1,58.0
8494,8,67,0.0,9,4,62.0
8495,4,99,0.0,5,3,83.0
8496,8,78,0.0,4,0,68.0
8497,1,82,0.0,7,6,55.0
8498,5,71,1.0,8,3,55.0
8499,9,52,1.0,8,7,49.0
8500,1,54,1.0,5,8,27.0
8501,4,57,1.0,4,7,38.0
8502,6,78,0.0,7,0,66.0
8503,8,45,1.0,6,7,37.0
8504,3,94,1.0,5,4,72.0
8505,5,50,0.0,6,0,34.0
8506,7,71,1.0,8,8,68.0
8507,1,79,1.0,8,8,56.0
8508,7,59,1.0,7,6,52.0
8509,8,72,1.0,7,6,67.0
8510,8,79,1.0,6,0,69.0
8511,9,47,0.0,8,8,45.0
8512,6,90,0.0,7,0,76.0
8513,6,74,0.0,7,6,65.0
8514,2,44,1.0,8,8,26.0
8515,3,74,1.0,8,8,54.0
8516,4,86,1.0,4,4,68.0
8517,4,53,0.0,9,5,34.0
8518,8,60,1.0,7,1,56.0
8519,1,86,1.0,6,1,63.0
8520,4,63,1.0,5,9,47.0
8521,4,56,1.0,5,8,40.0
8522,1,57,0.0,8,0,31.0
8523,3,73,0.0,9,9,56.0
8524,5,51,1.0,6,4,36.0
8525,6,55,0.0,4,6,41.0
8526,9,43,0.0,7,9,43.0
8527,9,64,0.0,4,5,61.0
8528,9,73,1.0,6,5,69.0
8529,1,67,0.0,4,5,44.0
8530,9,85,0.0,8,7,82.0
8531,8,50,1.0,5,6,48.0
8532,2,52,0.0,8,4,27.0
8533,1,70,0.0,7,9,45.0
8534,1,99,0.0,8,1,75.0
8535,6,64,1.0,6,9,54.0
8536,9,78,1.0,6,5,76.0
8537,7,49,0.0,7,9,44.0
8538,5,63,1.0,7,4,50.0
8539,2,40,1.0,5,3,17.0
8540,1,92,1.0,4,9,66.0
8541,2,64,0.0,5,4,42.0
8542,1,67,0.0,8,8,42.0
8543,3,75,1.0,4,1,56.0
8544,6,57,0.0,7,5,48.0
8545,8,45,1.0,6,8,40.0
8546,3,41,1.0,8,9,24.0
8547,9,42,0.0,5,4,38.0
8548,5,85,1.0,9,5,73.0
8549,7,47,1.0,9,9,40.0
8550,8,70,1.0,7,3,62.0
8551,3,87,1.0,4,4,65.0
8552,2,58,0.0,9,7,37.0
8553,2,89,1.0,4,0,68.0
8554,5,45,0.0,6,0,30.0
8555,1,53,1.0,7,9,31.0
8556,2,42,0.0,7,3,15.0
8557,9,87,1.0,8,9,89.0
8558,7,40,1.0,8,2,33.0
8559,6,83,0.0,4,4,72.0
8560,9,69,0.0,9,9,64.0
8561,7,85,1.0,9,7,78.0
8562,5,58,1.0,5,0,40.0
8563,9,93,1.0,4,4,91.0
8564,6,58,1.0,9,4,49.0
8565,6,48,1.0,8,1,38.0
8566,4,46,0.0,8,4,28.0
8567,1,85,0.0,8,7,62.0
8568,5,76,1.0,4,9,62.0
8569,9,89,0.0,7,6,89.0
8570,8,80,0.0,5,1,74.0
8571,8,92,1.0,5,5,85.0
8572,5,46,0.0,8,9,33.0
8573,9,48,1.0,6,0,41.0
8574,3,43,0.0,4,9,24.0
8575,3,64,0.0,9,9,47.0
8576,1,88,0.0,9,2,65.0
8577,9,51,0.0,7,5,50.0
8578,6,45,0.0,8,8,35.0
8579,2,57,1.0,6,0,30.0
8580,8,79,0.0,8,5,76.0
8581,9,60,1.0,6,1,55.0
8582,9,54,0.0,5,8,49.0
8583,2,42,0.0,6,1,19.0
8584,2,41,0.0,5,2,15.0
8585,7,95,1.0,5,1,86.0
8586,4,94,0.0,4,3,77.0
8587,1,80,0.0,6,3,55.0
8588,8,79,1.0,7,9,77.0
8589,2,98,1.0,7,0,74.0
8590,3,43,1.0,6,7,23.0
8591,5,71,0.0,4,4,56.0
8592,3,41,0.0,7,7,18.0
8593,7,85,0.0,8,5,76.0
8594,7,68,0.0,7,1,57.0
8595,2,41,1.0,4,6,13.0
8596,7,73,1.0,5,9,64.0
8597,6,66,0.0,5,8,54.0
8598,9,99,1.0,5,6,97.0
8599,9,93,1.0,4,4,89.0
8600,2,78,1.0,5,3,53.0
8601,7,83,0.0,5,7,74.0
8602,5,77,1.0,4,5,61.0
8603,6,57,0.0,8,4,41.0
8604,1,75,0.0,7,6,48.0
8605,7,58,0.0,4,2,48.0
8606,6,66,1.0,4,8,54.0
8607,4,84,1.0,6,3,67.0
8608,1,59,1.0,5,3,34.0
8609,9,60,1.0,9,7,60.0
8610,4,62,0.0,8,5,46.0
8611,2,69,0.0,9,0,45.0
8612,8,64,0.0,6,1,56.0
8613,2,70,1.0,8,8,49.0
8614,5,66,1.0,5,5,49.0
8615,6,73,1.0,9,6,65.0
8616,8,47,0.0,5,8,39.0
8617,1,58,0.0,5,2,33.0
8618,1,80,1.0,7,4,55.0
8619,4,65,0.0,8,4,50.0
8620,5,67,0.0,8,9,52.0
8621,9,43,1.0,6,6,43.0
8622,7,70,1.0,4,1,58.0
8623,7,55,0.0,5,3,45.0
8624,8,90,1.0,5,3,81.0
8625,5,49,0.0,9,7,36.0
8626,5,77,1.0,6,9,64.0
8627,1,87,0.0,8,2,57.0
8628,9,49,1.0,7,1,46.0
8629,6,84,1.0,8,8,76.0
8630,9,48,1.0,7,3,43.0
8631,3,78,0.0,7,8,58.0
8632,5,75,0.0,8,5,61.0
8633,2,90,1.0,9,0,72.0
8634,5,97,0.0,5,2,82.0
8635,8,75,0.0,7,6,69.0
8636,2,58,1.0,9,8,35.0
8637,8,99,1.0,6,7,91.0
8638,4,58,1.0,6,4,40.0
8639,1,51,0.0,7,7,26.0
8640,5,52,1.0,5,1,34.0
8641,1,64,0.0,7,2,35.0
8642,7,75,0.0,6,7,67.0
8643,8,64,0.0,6,8,60.0
8644,3,67,1.0,8,9,48.0
8645,3,81,1.0,5,7,62.0
8646,7,92,0.0,8,3,84.0
8647,4,78,0.0,9,5,67.0
8648,3,69,1.0,9,4,50.0
8649,8,44,1.0,9,3,42.0
8650,3,56,1.0,4,8,37.0
8651,7,57,1.0,9,9,50.0
8652,2,82,1.0,7,2,61.0
8653,1,86,1.0,8,0,61.0
8654,6,60,1.0,9,6,48.0
8655,8,61,1.0,5,9,56.0
8656,1,78,1.0,9,7,54.0
8657,9,89,0.0,7,2,86.0
8658,3,97,1.0,7,2,77.0
8659,3,96,1.0,7,5,77.0
8660,4,45,0.0,7,1,25.0
8661,1,89,1.0,7,5,67.0
8662,9,55,1.0,5,4,51.0
8663,3,41,0.0,4,6,20.0
8664,4,90,1.0,6,8,74.0
8665,1,40,0.0,4,8,12.0
8666,4,96,0.0,6,0,78.0
8667,1,69,1.0,8,6,48.0
8668,5,97,0.0,7,2,79.0
8669,5,82,0.0,8,3,66.0
8670,7,91,0.0,8,1,82.0
8671,8,76,0.0,6,0,67.0
8672,4,87,1.0,5,9,75.0
8673,7,62,0.0,7,2,52.0
8674,4,40,0.0,9,9,25.0
8675,3,58,1.0,8,8,39.0
8676,6,85,0.0,4,0,66.0
8677,4,42,1.0,7,2,24.0
8678,3,41,0.0,5,4,17.0
8679,9,95,1.0,7,2,93.0
8680,5,76,0.0,9,3,62.0
8681,7,56,1.0,9,3,47.0
8682,6,67,0.0,8,0,55.0
8683,5,57,1.0,4,5,41.0
8684,7,72,1.0,8,6,67.0
8685,6,54,1.0,5,6,43.0
8686,2,61,1.0,6,5,42.0
8687,3,80,1.0,9,6,64.0
8688,2,66,0.0,4,2,42.0
8689,3,94,0.0,9,4,77.0
8690,1,76,1.0,5,6,52.0
8691,8,71,1.0,5,9,62.0
8692,6,99,0.0,9,4,90.0
8693,2,84,0.0,8,9,60.0
8694,8,58,1.0,9,1,49.0
8695,6,67,0.0,8,5,54.0
8696,7,67,1.0,9,6,61.0
8697,1,95,1.0,8,1,67.0
8698,7,49,1.0,6,9,42.0
8699,3,59,0.0,7,7,43.0
8700,8,64,1.0,7,4,58.0
8701,6,60,0.0,8,7,50.0
8702,4,53,0.0,8,2,34.0
8703,8,61,0.0,6,1,51.0
8704,9,92,0.0,7,6,89.0
8705,2,65,1.0,6,4,41.0
8706,6,83,1.0,5,4,70.0
8707,5,50,0.0,9,7,35.0
8708,5,94,1.0,7,8,79.0
8709,3,46,0.0,8,7,26.0
8710,8,56,1.0,4,9,46.0
8711,8,57,1.0,5,1,51.0
8712,5,46,1.0,9,9,30.0
8713,8,95,1.0,4,6,88.0
8714,8,59,1.0,6,4,55.0
8715,3,77,1.0,9,6,60.0
8716,2,50,0.0,6,2,26.0
8717,9,83,1.0,6,3,85.0
8718,2,97,1.0,8,6,76.0
8719,9,55,1.0,6,1,53.0
8720,4,90,0.0,4,1,70.0
8721,2,94,1.0,5,0,64.0
8722,1,66,1.0,8,0,41.0
8723,4,90,1.0,5,0,73.0
8724,9,50,0.0,6,5,47.0
8725,9,55,1.0,7,4,49.0
8726,4,62,0.0,9,9,53.0
8727,9,99,0.0,8,7,95.0
8728,6,98,1.0,6,4,87.0
8729,1,51,1.0,8,0,26.0
8730,6,98,0.0,7,7,89.0
8731,9,79,0.0,4,5,73.0
8732,2,42,1.0,4,7,19.0
8733,6,41,1.0,9,1,33.0
8734,2,99,0.0,4,9,75.0
8735,4,77,0.0,7,7,59.0
8736,8,87,0.0,5,5,79.0
8737,7,91,0.0,7,0,82.0
8738,9,63,1.0,7,0,58.0
8739,7,68,0.0,6,9,61.0
8740,1,86,1.0,4,4,59.0
8741,2,85,0.0,8,6,63.0
8742,6,73,0.0,9,3,60.0
8743,7,59,1.0,5,9,55.0
8744,3,57,1.0,8,4,38.0
8745,9,53,1.0,6,9,49.0
8746,7,57,1.0,6,2,48.0
8747,6,41,0.0,5,1,24.0
8748,6,40,1.0,8,1,27.0
8749,1,59,1.0,5,4,34.0
8750,5,73,1.0,5,3,59.0
8751,3,80,0.0,4,1,60.0
8752,7,80,0.0,8,4,75.0
8753,3,87,1.0,4,9,67.0
8754,5,50,0.0,4,8,36.0
8755,7,66,0.0,9,7,60.0
8756,3,62,1.0,4,8,43.0
8757,2,77,0.0,7,8,52.0
8758,6,83,1.0,6,7,73.0
8759,8,42,1.0,6,8,36.0
8760,4,51,1.0,7,3,37.0
8761,9,69,0.0,5,7,66.0
8762,8,70,1.0,8,1,64.0
8763,7,62,0.0,8,8,54.0
8764,7,40,0.0,8,8,31.0
8765,3,80,0.0,4,2,59.0
8766,6,59,0.0,8,5,49.0
8767,5,93,1.0,8,6,80.0
8768,1,45,1.0,8,2,19.0
8769,3,50,0.0,6,4,27.0
8770,1,74,1.0,7,0,51.0
8771,4,43,0.0,9,2,25.0
8772,3,68,0.0,5,7,48.0
